 ,"CAPITAL","CAPITAL","PLANT","TRANS-","ADMINIS-", , , , , , , , , , , , , , 
 ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","TRATIVE &", , , , , , , , , , , , , , 
 ,"FIXTURES","EQUIPMENT","MAINT.","ION","GENERAL", , , , , , , , , , , , , , 
 ,"SQUARE","DOLLAR","SQUARE","MILEAGE","ACCUM.", , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"H210001[00000]","H210001[00100]", , ,"H210001[00400]", , ,"H210001[00700]", ,"H210001[00900]", ,"H210001[01100]", ,"H210001[01300]","H210001[01400]","H210001[01500]", , , , , , , , ,"H210001[02400]", ,"H210001[02600]","H210001[02700]","H210001[02800]"
 ,"68611", , ,"152907", , , , , , , , , , , , , , , , , , , ,"265379", ,"265379"
"3366571", , , ,"409821", , ,"95264", ,"360", ,"5298", ,"59194","713","718", , , , , , , , ,"4799686", ,"4799686","189057","4988743"
"832441", , , ,"97526", , ,"47957", ,"181", ,"3378", ,"29737","359","361", , , , , , , , ,"1246427", ,"1246427","49097","1295524"
"218417", , , ,"26891", , ,"847", ,"3", ,"59", ,"518","6","6", , , , , , , , ,"301451", ,"301451","11874","313325"
"14676", , , ,"914", , ,"4858", ,"19", ,"343", ,"2986","36","37", , , , , , , , ,"30598", ,"30598","1205","31803"
"59405", , , ,"6128", , ,"734", ,"3", ,"51", ,"438","6","6", , , , , , , , ,"80599", ,"80599","3175","83774"
"183274", , , ,"21129", , ,"12144", ,"45", ,"855", ,"7524","91","92", , , , , , , , ,"276655", ,"276655","10897","287552"
 , , , , , , , , , , , , , , , , , , , , , , , ,"1881", ,"1881","74","1955"
"4674784","68611", , ,"715316", , ,"161804", ,"611", ,"9984", ,"100397","1211","1220", , , , , , , , ,"7002676", ,"7002676","265379","7002676"
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"H210002[00100]", , ,"H210002[00400]", ,"H210002[00600]","H210002[00700]", ,"H210002[00900]", ,"H210002[01100]", ,"H210002[01300]","H210002[01400]","H210002[01500]", , , , 
 ,"5729", , ,"769949", , , , , , , , , , , , , , , 
 , , , ,"2063615", ,"3373","3373", ,"222", ,"55187", ,"1487","2072","2991", , , , 
 , , , ,"491080", ,"1698","1698", ,"112", ,"35173", ,"747","1043","1504", , , , 
 , , , ,"135405", ,"30","30", ,"2", ,"610", ,"13","18","26", , , , 
 , , , ,"4603", ,"172","172", ,"12", ,"3568", ,"75","106","153", , , , 
 , , , ,"30855", ,"26","26", ,"2", ,"528", ,"11","16","23", , , , 
 , , , ,"106393", ,"430","430", ,"28", ,"8902", ,"189","264","381", , , , 
 , , , , , , , , , , , , , , , , , , , 
 ,"5729", , ,"3601900", ,"5729","5729", ,"378", ,"103968", ,"2522","3519","5078", , , , 
 ,"68611", , ,"715316", , ,"161804", ,"611", ,"9984", ,"100397","1211","1220", , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"H310181[00100]","H310181[00200]","H310181[00300]","H310181[00400]","H310181[00500]","H310181[00600]","H310181[00700]", ,"H310181[00900]","H310181[01000]", ,"H310181[01200]", , , , , , , 
 ,"4988743", ,"4988743","14783","337","1718","6377", ,"579756","2151982", ,"2731738", , , , , , , 
 ,"1295524","372766","1668290","4687","356","669","2318", ,"238124","825069", ,"1063193", , , , , , , 
 ,"313325","92904","406229","1345","302","177","692", ,"53459","209005", ,"262464", , , , , , , 
 ,"31803","29551","61354","65","944","4","39", ,"3776","36812", ,"40588", , , , , , , 
 ,"83774", ,"83774","80","1047","5","56", ,"5236","58642", ,"63878", , , , , , , 
 ,"287552", ,"287552","1454","198","124","1010", ,"24523","199748", ,"224271", , , , , , , 
 ,"7000721","495221","7495942","22414", ,"2697","10492", ,"904874","3481258", ,"4386132", , , , , , , 
 ,"16974","1718","6377", , , , , , , , , , , , , , , , 
 ,"16974","669","2318", , , , , , , , , , , , , , , , 
 ,"16974","177","692", , , , , , , , , , , , , , , , 
 ,"16974","4","39", , , , , , , , , , , , , , , , 
 ,"16974","5","56", , , , , , , , , , , , , , , , 
 ,"16974","124","1010", , , , , , , , , , , , , , , , 
 , ,"2697","10492", , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"H310182[00100]","H310182[00200]","H310182[00300]", , , , , , , , , , , , , , , , 
 ,"0","1210924","372766", , , , , , , , , , , , , , , , 
 ,"0","355259","92904", , , , , , , , , , , , , , , , 
 ,"1","26614","29551", , , , , , , , , , , , , , , , 
 ,"2","120585","269400", , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"H410181[00100]","H410181[00200]", , , , , , , , , , , , , , , , , 
 ,"5649458", , , , , , , , , , , , , , , , , , 
 ,"5649458", , , , , , , , , , , , , , , , , , 
 ,"5649458", , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"H410182[00100]","H410182[00200]", , , , , , , , , , , , , , , , , 
 , ,"-1925", , , , , , , , , , , , , , , , , 
 ,"446111","1686140", , , , , , , , , , , , , , , , , 
 ,"16100","42399", , , , , , , , , , , , , , , , , 
 ,"4829","17248", , , , , , , , , , , , , , , , , 
 ,"467040","1743862", , , , , , , , , , , , , , , , , 
 ,"467040","1743862", , , , , , , , , , , , , , , , , 
 ,"467040","1743862", , , , , , , , , , , , , , , , , 
 ,"467040","1743862", , , , , , , , , , , , , , , , , 
 ,"467040","1743862", , , , , , , , , , , , , , , , , 
 ,"9340","34877", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
"H510000[00000]","H510000[00100]","H510000[00200]", ,"H510000[00400]", , , , , , , , , , , , , , , 
 , ,"457700", ,"1708985", , , , , , , , , , , , , , , 
 , ,"457700", ,"1708985", , , , , , , , , , , , , , , 
 , ,"457700", , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
